"publisher","name","align","eye","hair","sex","alive","appearances","year"
"marvel","Barbarus (Earth-616)","Bad","Brown","Brown","Male","Living",40,1969
"marvel","Zarathos (Earth-616)","Neutral","Blue","No","Male","Living",40,1972
"marvel","Araki (Earth-616)","Neutral","others","White","Female","Deceased",40,1978
"marvel","Sybil Dvorak (Earth-616)","Bad","Brown","Brown","Female","Living",40,1979
"marvel","Daniel Leighton (Earth-616)","Bad","Blue","Brown","Male","Living",40,1980
"marvel","Johnathon Ohnn (Earth-616)","Bad","Blue","Brown","Male","Living",40,1985
"marvel","Demogoblin (Earth-616)","Neutral","Red","No","Male","Deceased",40,1989
"marvel","Julius Mullarkey (Earth-616)","Good","Red","Red","Male","Deceased",40,1992
"marvel","Kiskillilla (Earth-616)","Bad","Yellow","Black","Female","Deceased",40,1992
"marvel","Sarah Ryall (Earth-616)","Bad","Blue","Blond","Female","Living",40,1992
"marvel","Shevaun Haldane (Earth-616)","Good","Green","others","Female","Living",40,1992
"marvel","Steven Harmon (Earth-616)","Good","Blue","others","Male","Living",40,1992
"marvel","Scrier (Earth-616)","Neutral","Black","No","Male","Living",40,1994
"marvel","James Santini (Earth-616)","Good","Green","Brown","Male","Living",40,1995
"marvel","Janice Yanizeski (Earth-616)","Neutral","others","Blond","Female","Living",40,1995
"marvel","Paul Stacy (Earth-616)","Neutral","Blue","Blond","Male","Living",40,1997
"marvel","Dead Girl (Moonbeam) (Earth-616)","Good","Red","Black","Female","Deceased",40,2002
"marvel","Abigail Boylen (Earth-616)","Good","Blue","Blond","Female","Living",40,2007
"marvel","Sajani Jaffrey (Earth-616)","Neutral","Brown","Black","Female","Living",40,2011
"marvel","Benjamin Deeds (Earth-616)","Good","Brown","Brown","Male","Living",40,2013
"marvel","Richard Parker (Earth-616)","Good","Brown","Brown","Male","Deceased",39,1968
"marvel","Steel Serpent (Davos) (Earth-616)","Good","Brown","Black","Male","Living",39,1975
"marvel","Kaina (Earth-616)","Good","White","Brown","Female","Living",39,1979
"marvel","Aaron Nicholson (Earth-616)","Bad","Brown","Black","Male","Living",39,1984
"marvel","Amiko Kobayashi (Earth-616)","Good","Brown","Black","Female","Living",39,1984
"marvel","Ghaur (Earth-616)","Bad","Yellow","others","Male","Living",39,1985
"marvel","Quincy McIver (Earth-616)","Bad","Brown","Black","Male","Living",39,1985
"marvel","Ulysses Lugman (Earth-616)","Bad","Blue","White","Male","Living",39,1987
"marvel","Ananym (Earth-616)","Bad","White","Red","Female","Living",39,1989
"marvel","Carlton LaFroyge (Earth-616)","Bad","Brown","Brown","Male","Living",39,1993
"marvel","Cammille Benally (Earth-616)","Neutral","Brown","Brown","Female","Living",39,2005
"marvel","Brood (Warbound) (Earth-616)","Neutral","Yellow","No","Female","Living",39,2007
"marvel","Cosmo (Dog) (Earth-616)","Good","Brown","Brown","Male","Living",39,2008
"marvel","Fabio Medina (Earth-616)","Good","Black","Brown","Male","Living",39,2013
"marvel","Harrington Byrd (Earth-616)","Good","Blue","Red","Male","Living",38,1963
"marvel","Marianne Rodgers (Earth-616)","Good","Blue","Blond","Female","Living",38,1963
"marvel","Jonathan Powers (Earth-616)","Bad","Blue","Brown","Male","Living",38,1968
"marvel","Amphibius (Earth-616)","Bad","Yellow","No","Male","Living",38,1969
"marvel","Susan Scarbo (Earth-616)","Bad","Green","Black","Female","Deceased",38,1970
"marvel","Jarella (Earth-616)","Good","Green","Blond","Female","Deceased",38,1971
"marvel","William Taurens (Earth-616)","Bad","Brown","Brown","Male","Living",38,1971
"marvel","Daniel Drumm (Earth-616)","Neutral","Brown","Black","Male","Deceased",38,1973
"marvel","Paul Cartier (Earth-616)","Bad","Brown","Brown","Male","Living",38,1973
"marvel","Marduk Kurios (Earth-616)","Bad","others","others","Male","Living",38,1974
"marvel","Karkas (Earth-616)","Good","Black","No","Male","Living",38,1977
"marvel","William Stryker (Earth-616)","Bad","Blue","others","Male","Deceased",38,1983
"marvel","Marie-Ange Colbert (Earth-616)","Neutral","Green","Red","Female","Deceased",38,1984
"marvel","Jackie Lukus (Earth-616)","Bad","Blue","Brown","Female","Living",38,1988
"marvel","Niels (Earth-616)","Good","Yellow","others","Male","Living",38,1988
"marvel","Melody Jacobs (Earth-616)","Neutral","Brown","Black","Female","Living",38,1993
"marvel","Anne Ghazikhanian (Earth-616)","Good","Blue","Black","Female","Living",38,2002
"marvel","Geoffrey Wilder (Earth-616)","Neutral","Brown","Black","Male","Deceased",38,2003
"marvel","Kevin Ford (Earth-616)","Bad","Brown","Brown","Male","Deceased",38,2003
"marvel","Simon Garth (Earth-616)","Neutral","White","Black","Male","Living",37,1953
"marvel","Khan (Earth-616)","Bad","Red","Black","Male","Deceased",37,1960
"marvel","Norton Fester (Earth-616)","Bad","Brown","Brown","Male","Living",37,1966
"marvel","Brainchild (Earth-616)","Bad","Brown","Brown","Male","Living",37,1969
"marvel","David Angar (Earth-616)","Good","Brown","Brown","Male","Deceased",37,1973
"marvel","Tilda Johnson (Earth-616)","Bad","Brown","Black","Female","Living",37,1973
"marvel","Meranno (Earth-616)","Bad","Blue","others","Male","Living",37,1975
"marvel","Lancaster Sneed (Earth-616)","Bad","Green","Black","Male","Living",37,1976
"marvel","Hermod (Earth-616)","Good","Blue","Brown","Male","Living",37,1978
"marvel","Gabrielle Haller (Earth-616)","Good","Brown","Black","Female","Living",37,1982
"marvel","James Power (Earth-616)","Good","Blue","Brown","Male","Living",37,1984
"marvel","Goblyn (Earth-616)","Good","Yellow","others","Female","Living",37,1987
"marvel","Marcy Masterson (Earth-616)","Good","Blue","Blond","Female","Living",37,1989
"marvel","Deathwatch (Earth-616)","Bad","Red","Red","Male","Living",37,1990
"marvel","Elias Wirtham (Earth-616)","Good","Brown","Black","Male","Living",37,1990
"marvel","Bella Donna Boudreaux (Earth-616)","Neutral","Blue","Blond","Female","Living",37,1992
"marvel","Ormond Wychwood (Earth-616)","Bad","Blue","Blond","Male","Living",37,1992
"marvel","Yelena Belova (Earth-616)","Bad","Blue","Blond","Female","Deceased",37,1999
"marvel","Tiberius Stone (Earth-616)","Bad","Blue","Brown","Male","Living",37,2001
"marvel","Madeline Berry (Earth-616)","Good","Green","Red","Female","Living",37,2010
"marvel","Peotor (Earth-616)","Bad","Black","Red","Male","Living",36,1963
"marvel","Bolivar Trask (Earth-616)","Bad","Brown","Brown","Male","Deceased",36,1965
"marvel","Changeling (Earth-616)","Good","Brown","Black","Male","Deceased",36,1967
"marvel","Mary Fitzpatrick (Earth-616)","Good","others","Brown","Female","Deceased",36,1968
"marvel","Monica Lynne (Earth-616)","Good","Brown","Black","Female","Living",36,1970
"marvel","Spymaster (Ted Calloway) (Earth-616)","Bad","Blue","Blond","Male","Living",36,1971
"marvel","Tryco Slatterus (Earth-616)","Bad","others","Red","Male","Living",36,1982
"marvel","Madcap (Earth-616)","Neutral","Blue","Brown","Male","Living",36,1985
"marvel","Ashley Crawford (Earth-616)","Good","Blue","others","Female","Living",36,1989
"marvel","Ramonda (Earth-616)","Good","Brown","Black","Female","Living",36,1989
"marvel","Goddess (Earth-616)","Neutral","White","Blond","Female","Living",36,1992
"marvel","Carmella Unuscione (Earth-616)","Bad","Brown","Brown","Female","Living",36,1993
"marvel","Monica Rappaccini (Earth-616)","Bad","Blue","Black","Female","Living",36,2005
"marvel","Alisa Tager (Earth-616)","Good","Brown","Black","Female","Living",36,2009
"marvel","Ava Ayala (Earth-616)","Good","Brown","Black","Female","Living",36,2011
"marvel","Nu-An (Earth-616)","Neutral","Black","Black","Male","Living",35,1974
"marvel","Brock Jones (Earth-616)","Good","Blue","Blond","Male","Deceased",35,1975
"marvel","Steven Lang (Earth-616)","Bad","Blue","Blond","Male","Deceased",35,1975
"marvel","Tiamut (Earth-616)","Neutral","Red","No","Male","Living",35,1977
"marvel","Clytemnestra Erwin (Earth-616)","Neutral","Brown","Brown","Female","Deceased",35,1983
"marvel","Morley Erwin (Earth-616)","Neutral","Brown","Brown","Male","Deceased",35,1983
"marvel","Haroun ibn Sallah al-Rashid (Earth-616)","Neutral","Black","Black","Male","Deceased",35,1984
"marvel","Gustav Krueger (Earth-616)","Bad","Brown","others","Male","Deceased",35,1985
"marvel","Kim Il Sung (Earth-616)","Bad","Brown","Black","Male","Deceased",35,1986
"marvel","Carl Burbank (Earth-616)","Bad","Blue","Blond","Male","Living",35,1987
"marvel","Frank Bohannan (Earth-616)","Bad","White","White","Male","Deceased",35,1987
"marvel","Charlotte Jones (Earth-616)","Good","Brown","Black","Female","Living",35,1990
"marvel","Phoebe Marrs (Earth-616)","Good","Blue","others","Female","Living",35,1990
"marvel","Scott Wright (Earth-616)","Good","Blue","Brown","Male","Living",35,1991
"marvel","Mikhail Rasputin (Earth-616)","Neutral","Blue","Black","Male","Living",35,1992
"marvel","Peter Parker (Doppelganger) (Earth-616)","Bad","White","No","Male","Living",35,1992
"marvel","Peter Parker (Spidercide) (Earth-616)","Bad","others","Brown","Male","Deceased",35,1995
"marvel","Agent X (Nijo) (Earth-616)","Neutral","Brown","Bald","Male","Living",35,2002
"marvel","Edwin Jarvis (Skrull) (Earth-616)","Bad","Green","No","Male","Deceased",35,2005
"marvel","John Aman (Earth-616)","Good","Blue","Bald","Male","Deceased",35,2007
"marvel","Romulus (Earth-616)","Bad","Black","White","Male","Living",35,2007
"marvel","Wernher von Blitzschlag (Earth-616)","Neutral","Blue","White","Male","Living",35,2007
"marvel","James Taylor James (Earth-616)","Neutral","Brown","others","Male","Deceased",35,2008
"marvel","Yo Yo Rodriguez (Earth-616)","Good","Brown","Black","Female","Living",35,2008
"marvel","Melita Garner (Earth-616)","Good","Brown","Brown","Female","Living",35,2009
"marvel","Krakoa III (Earth-616)","Good","Red","No","Male","Living",35,2012
"marvel","Poseidon Aegaeus (Earth-616)","Good","Blue","White","Male","Living",34,1943
"marvel","Igor (Earth-616)","Bad","Black","others","Male","Living",34,1963
"marvel","Chester Phillips (Earth-616)","Good","Brown","others","Male","Deceased",34,1965
"marvel","William Talltrees (Earth-616)","Good","Brown","Black","Male","Living",34,1970
"marvel","Tamara Rahn (Earth-616)","Good","Red","Blond","Female","Living",34,1973
"marvel","Richard Deacon (Earth-616)","Neutral","Red","Brown","Male","Living",34,1976
"marvel","Davida DeVito (Earth-616)","Neutral","Blue","Black","Female","Living",34,1979
"marvel","Erica Sondheim (Earth-616)","Good","Green","Red","Female","Living",34,1979
"marvel","Karlin Malus (Earth-616)","Bad","Brown","Black","Male","Deceased",34,1980
"marvel","Nguyen Ngoc Coy (Earth-616)","Bad","Brown","Black","Male","Living",34,1980
"marvel","Raoul Bushman (Earth-616)","Bad","Brown","Brown","Male","Living",34,1980
"marvel","Stick (Earth-616)","Good","Blue","White","Male","Deceased",34,1981
"marvel","Val Ventura (Earth-616)","Good","Brown","Brown","Male","Living",34,1989
"marvel","Amy Chen (Earth-616)","Neutral","Black","Black","Female","Living",34,1992
"marvel","Brendan Rathcoole (Earth-616)","Bad","Blue","Blond","Male","Living",34,1992
"marvel","Lynn Michaels (Earth-616)","Good","Blue","Blond","Female","Living",34,1992
"marvel","Tigon Liger (Earth-616)","Good","Blue","Blond","Male","Living",34,1992
"marvel","Suzi Endo (Earth-616)","Good","Brown","Black","Female","Living",34,1994
"marvel","Jessica Carradine (Earth-616)","Good","Brown","Black","Female","Living",34,1996
"marvel","Nicholas Gleason (Earth-616)","Good","Brown","Brown","Male","Deceased",34,2002
"marvel","Barack Obama (Earth-616)","Good","Brown","Black","Male","Living",34,2009
"marvel","Victor Alvarez (Earth-616)","Good","Brown","Black","Male","Living",34,2009
"marvel","Joseph Hogan (Earth-616)","Neutral","Blue","Bald","Male","Living",33,1962
"marvel","Barney Bushkin (Earth-616)","Good","Brown","others","Male","Living",33,1965
"marvel","Master Mold (Earth-616)","Bad","Yellow","No","Male","Deceased",33,1965
"marvel","Quasi-Motivational Destruct Organism (Earth-616)","Bad","White","No","Male","Living",33,1966
"marvel","Mangog (Earth-616)","Bad","Brown","No","Male","Living",33,1968
"marvel","Arkon (Earth-616)","Neutral","Brown","Brown","Male","Living",33,1970
"marvel","Vincent Stegron (Earth-616)","Bad","Green","No","Male","Living",33,1974
"marvel","Albert Potter (Earth-616)","Bad","Blue","Bald","Male","Living",33,1976
"marvel","Archibald Dyker (Earth-616)","Bad","Blue","No","Male","Living",33,1976
"marvel","Drew Daniels (Earth-616)","Good","Blue","Red","Male","Living",33,1976
"marvel","Douglas Birely (Earth-616)","Bad","others","Brown","Male","Living",33,1977
"marvel","Godzilla (Earth-616)","Neutral","Red","No","Male","Deceased",33,1977
"marvel","Jackson Arvad (Earth-616)","Neutral","White","Blond","Male","Living",33,1977
"marvel","John Clayton (Earth-616)","Good","others","Black","Male","Living",33,1977
"marvel","Morris Walters (Earth-616)","Good","Brown","Brown","Male","Living",33,1980
"marvel","Jennifer Stavros (Earth-616)","Neutral","Blue","Blond","Female","Deceased",33,1984
"marvel","Colin McKay (Earth-616)","Good","Red","others","Male","Living",33,1988
"marvel","Julius Rassitano (Earth-616)","Good","Blue","Black","Male","Living",33,1990
"marvel","Morg (Earth-616)","Bad","Red","others","Male","Deceased",33,1992
"marvel","Kevin Trench (Earth-616)","Good","Brown","Black","Male","Deceased",33,1993
"marvel","Jack Harrison (Earth-616)","Good","Blue","Brown","Male","Living",33,1994
"marvel","Alyssa Moy (Earth-616)","Good","Brown","Black","Female","Deceased",33,1998
"marvel","Malcolm Colcord (Earth-616)","Bad","Blue","Black","Male","Living",33,2001
"marvel","Alex Wilder (Earth-616)","Neutral","Brown","Black","Male","Living",33,2003
"marvel","Carmilla Black (Earth-616)","Good","Green","Black","Female","Living",33,2005
"marvel","Anastasia Kravinoff (Earth-616)","Bad","Brown","Blond","Female","Living",33,2008
"marvel","Ezekiel Stane (Earth-616)","Neutral","Brown","Bald","Male","Living",33,2008
"marvel","Ho Yinsen (Earth-616)","Good","Brown","White","Male","Deceased",32,1963
"marvel","Carter Slade (Earth-616)","Good","Blue","Blond","Male","Deceased",32,1967
"marvel","Phillip Sterling (Earth-616)","Bad","Blue","others","Male","Deceased",32,1968
"marvel","Lawrence Cranston (Earth-616)","Bad","Blue","Brown","Male","Living",32,1972
"marvel","Erik Killmonger (Earth-616)","Bad","Brown","Black","Male","Deceased",32,1973
"marvel","James Montgomery Falsworth (Earth-616)","Good","Blue","Brown","Male","Deceased",32,1976
"marvel","Titan (Earth-616)","Neutral","Brown","Brown","Male","Deceased",32,1977
"marvel","James Jaspers (Earth-616)","Bad","Blue","Black","Male","Deceased",32,1983
"marvel","Sharon Smith (Earth-616)","Bad","others","others","Female","Deceased",32,1984
"marvel","Craig Hollis (Earth-616)","Good","Blue","Blond","Male","Living",32,1989
"marvel","Network Nina (Earth-616)","Good","Black","Black","Female","Deceased",32,1989
"marvel","Bronwen Gryffn (Earth-616)","Bad","Brown","Black","Female","Living",32,1992
"marvel","Brent Jackson (Earth-616)","Bad","Blue","Blond","Male","Living",32,2001
"marvel","Morlun (Earth-616)","Bad","Red","Black","Male","Living",32,2001
"marvel","Dee Milo (Earth-616)","Good","Yellow","Black","Female","Deceased",32,2002
"marvel","Caiera (Earth-616)","Good","Green","Black","Female","Deceased",32,2006
"marvel","Hiro-Kala (Earth-616)","Neutral","Black","Black","Male","Living",32,2008
"marvel","Kelda (Earth-616)","Good","Blue","Blond","Female","Living",32,2008
"marvel","Sasha Hammer (Earth-616)","Bad","Brown","Black","Female","Living",32,2008
"marvel","Sebastian Druid (Earth-616)","Good","Blue","Black","Male","Living",32,2008
"marvel","June Covington (Earth-616)","Bad","Blue","Blond","Female","Living",32,2011
"marvel","Uatu Jackson (Earth-616)","Neutral","Brown","Bald","Male","Living",32,2011
"marvel","David Rand (Earth-616)","Good","Blue","Blond","Male","Living",31,1939
"marvel","Bennett Brant (Earth-616)","Bad","Blue","Blond","Male","Deceased",31,1964
"marvel","Geirrodur (Earth-616)","Bad","Brown","Brown","Male","Living",31,1964
"marvel","Alexi Shostakov (Earth-616)","Neutral","Blue","Red","Male","Living",31,1967
"marvel","Samantha Parrington (Earth-616)","Good","Blue","Blond","Female","Living",31,1971
"marvel","Martin Blank (Earth-616)","Good","Brown","Brown","Male","Living",31,1972
"marvel","Peter van Zante (Earth-616)","Bad","Brown","Red","Male","Living",31,1977
"marvel","Slaymaster (Earth-616)","Bad","Brown","Brown","Male","Deceased",31,1977
"marvel","Philip Chang (Earth-616)","Good","Brown","Black","Male","Living",31,1978
"marvel","Steve Hopkins (Earth-616)","Good","Green","Black","Male","Living",31,1979
"marvel","Seth Voelker (Earth-616)","Bad","Blue","Black","Male","Living",31,1980
"marvel","Cloud (Earth-616)","Good","Blue","Blond","Female","Living",31,1983
"marvel","Jonathan Garrett (Earth-616)","Neutral","Brown","Brown","Male","Living",31,1986
"marvel","Duc No Tranh (Earth-616)","Good","Brown","Bald","Male","Living",31,1988
